UniqueID,TOWNNAME,STATE,Ecoregion,LATITUDE,LONGITUDE,Area_SqKM,ForestCovr,ForestArea,FIA_Plots,FIA_PltDns,FIA_FPlDns,Trees_FIA,Trees_Wit,WT_TreeDns,WT_FTrDns,WT_Method,WT_Year,WT_QualThr,FIA_QualTh,Min_Thrshd,PwrAnal,ag_decline,canopy_cov,clay,drain_clas,elevation,forest_cov,peak_ag,peak_ag_yr,ph_soil,precip,sand,temp_gdd,ruggedness,ASHS_WT,BASSWD_WT,BEECH_WT,BIRCHS_WT,BLKGUM_WT,CEDARS_WT,CHERRY_WT,CHSNUT_WT,CYPRES_WT,ELMS_WT,FIRS_WT,HEMLCK_WT,HICKRY_WT,HORNBM_WT,MAGNOL_WT,MAPLES_WT,OAKS_WT,PINES_WT,POPLAR_WT,SPRUCE_WT,SYCMOR_WT,TAMRAC_WT,TULIP_WT,WALNUT_WT,OTHER_WT,ASHS_FIA,BASSWD_FIA,BEECH_FIA,BIRCHS_FIA,BLKGUM_FIA,CEDARS_FIA,CHERRY_FIA,CHSNUT_FIA,CYPRES_FIA,ELMS_FIA,FIRS_FIA,HEMLCK_FIA,HICKRY_FIA,HORNBM_FIA,MAGNOL_FIA,MAPLES_FIA,OAKS_FIA,PINES_FIA,POPLAR_FIA,SPRUCE_FIA,SYCMOR_FIA,TAMRAC_FIA,TULIP_FIA,WALNUT_FIA,OTHER_FIA,ASHS_CH,BASSWD_CH,BEECH_CH,BIRCHS_CH,BLKGUM_CH,CEDARS_CH,CHERRY_CH,CHSNUT_CH,CYPRES_CH,ELMS_CH,FIRS_CH,HEMLCK_CH,HICKRY_CH,HORNBM_CH,MAGNOL_CH,MAPLES_CH,OAKS_CH,PINES_CH,POPLAR_CH,SPRUCE_CH,SYCMOR_CH,TAMRAC_CH,TULIP_CH,WALNUT_CH,OTHER_CH,SorDist,EucDist,Shan_wt,Shan_fia,Shan_dif,Simp_wt,Simp_fia,Simp_dif,tempdiff,tempdiff_i,N_khy_1850_i,N_khy_2000_i,N_to_1984_i,N_to_2000_i,N_khy_1850,N_khy_2000,N_to_1984,N_to_2000,envPCA1,envPCA2
139,MENDON,VT,ADIRON,43.6467,-72.9083,101.5896595,0.949289037,96.43795003,4,0.039374086,0.041477447,142,188,1.850582046,1.949440028,lotting/PLS section,1793,0.95,0.9,0.9,WT,-0.00343921,87.0609,5.5392,somewhat excessively drained,618.357,0.949289,0.533359,1880,4.88559,140.204,67.1146,2356.62,195.512,0.031915,0,0.388298,0.202128,0,0,0,0,0,0,0.015957,0.106383,0,0.005319,0,0.074468,0,0,0,0.154255,0,0,0,0,0.021277,0.057692308,0.009615385,0.175925926,0.336360399,0,0,0,0,0,0,0,0.083333333,0,0.009615385,0,0.297008547,0,0,0,0.030448718,0,0,0,0,0,0.025777308,0.009615385,-0.212372074,0.134232399,0,0,0,0,0,0,-0.015957,-0.023049667,0,0.004296385,0,0.222540547,0,0,0,-0.123806282,0,0,0,0,-0.021277,0.396462023,0.360536452,5.454025,4.953253,-0.500772046,4.272725,4.103621,-0.169103534,2.349601515,2.405901263,6.377276726,11.62898467,980.816957,1160.133442,4.710369,10.36256,788.209183,946.455609,-0.192604053,0.771248598
140,Ohio,NY,ADIRON,43.64,-74.72,94.63263878,0.955119975,90.38552358,3,0.031701536,0.033191156,152,132,1.394867582,1.460410858,lotting/PLS section,1821,0.95,0.9,0.9,N,-0.000251443,94.8157,4.54199,well drained,668.644,0.95512,0.0324736,1880,4.98906,130.787,67.1441,2420.44,81.9529,0.007576,0,0.174242,0.166667,0,0,0,0,0,0,0.204545,0.022727,0,0,0,0.060606,0,0.022727,0,0.310606,0,0.015152,0,0,0.015152,0,0,0.228031954,0.069716776,0,0,0,0,0,0,0.022522523,0,0,0,0,0.324618736,0,0.009009009,0,0.346101003,0,0,0,0,0,-0.007576,0,0.053789954,-0.096950224,0,0,0,0,0,0,-0.182022477,-0.022727,0,0,0,0.264012736,0,-0.013717991,0,0.035495003,0,-0.015152,0,0,-0.015152,0.353297693,0.34294135,6.029834,3.987177,-2.04265776,4.958458,3.538437,-1.420021281,2.038198006,1.83028596,5.83200994,11.97387318,936.8119778,1121.494372,4.032398,11.113148,770.02913,938.405309,-0.211439892,0.374344869
141,WEST HAVEN,VT,LAUREN,43.631,-73.335,116.0601471,0.672428366,78.0421351,3,0.025848666,0.038440773,152,660,5.686706563,8.456970061,lotting/PLS section,1805,0.95,0.9,0.9,WT,-0.00343957,57.5986,37.9577,well drained,118.705,0.672428,0.533548,1880,5.45739,100.143,27.4242,3252.59,54.7928,0.036364,0.040909,0.278788,0.04697,0,0.012121,0,0,0,0.034848,0,0.192424,0.013636,0.057576,0,0.137879,0.072727,0.065152,0,0.00303,0.001515,0,0,0.00303,0.00303,0,0,0.026315789,0.085196652,0,0,0,0,0,0,0,0.479098072,0.019607843,0.019607843,0,0.02812587,0.116713352,0.225334578,0,0,0,0,0,0,0,-0.036364,-0.040909,-0.252472211,0.038226652,0,-0.012121,0,0,0,-0.034848,0,0.286674072,0.005971843,-0.037968157,0,-0.10975313,0.043986352,0.160182578,0,-0.00303,-0.001515,0,0,-0.00303,-0.00303,0.535041265,0.439191069,8.721845,4.478156,-4.243688515,6.519393,3.295505,-3.223888296,2.273060838,2.274317315,6.381628732,11.82717017,986.8114668,1169.232947,4.710369,10.36256,788.209183,946.455609,0.693519771,-0.547598055
143,BRIDGEWATER,VT,ADIRON,43.62,-72.67,129.0331486,0.919758641,118.6793534,4,0.030999786,0.033704262,141,245,1.898736896,2.064386037,lotting/PLS section,1794,0.95,0.9,0.9,WT,-0.0057966,81.4915,6.37272,somewhat excessively drained,514.402,0.919759,0.669104,1880,4.88055,130.21,70.0859,2490.55,115.031,0.020408,0.016327,0.457143,0.028571,0,0,0,0,0,0,0,0.142857,0,0.004082,0,0.179592,0,0,0,0.146939,0,0,0,0,0.004082,0.028726708,0,0.059006211,0.083074534,0,0,0.017857143,0,0,0,0.013157895,0.070532436,0,0.016683519,0,0.345055004,0,0.059669523,0,0.306237028,0,0,0,0,0,0.008318708,-0.016327,-0.398136789,0.054503534,0,0,0.017857143,0,0,0,0.013157895,-0.072324564,0,0.012601519,0,0.165463004,0,0.059669523,0,0.159298028,0,0,0,0,-0.004082,0.490869608,0.473320125,4.568033,5.798554,1.23052127,3.511669,4.285261,0.773591762,2.349601515,2.437895255,6.392755757,11.51406272,979.4138417,1157.057124,4.710369,10.36256,788.209183,946.455609,-0.254535971,0.389963881
144,Hague,NY,ADIRON,43.62,-73.65,77.93878108,0.848432016,66.12575712,4,0.051322332,0.060490801,162,219,2.809897678,3.311871343,lotting/PLS section,1811,0.95,0.9,0.9,WT,-0.00477907,92.4061,4.28899,somewhat excessively drained,293.058,0.848432,0.33951,1880,5.09922,110.898,65.0197,2954.1,102.678,0.041096,0.004566,0.333333,0.114155,0,0,0,0.050228,0,0,0,0.118721,0,0.018265,0,0.059361,0.100457,0.045662,0.009132,0.105023,0,0,0,0,0,0.024082889,0.005102041,0.1227491,0.143925012,0,0,0,0,0,0,0.014705882,0.122313848,0,0,0,0.195974902,0.093824158,0.251811965,0.025510204,0,0,0,0,0,0,-0.017013111,0.000536041,-0.2105839,0.029770012,0,0,0,-0.050228,0,0,0.014705882,0.003592848,0,-0.018265,0,0.136613902,-0.006632842,0.206149965,0.016378204,-0.105023,0,0,0,0,0,0.407746558,0.348009248,7.885746,7.060129,-0.825617088,5.895646,6.141228,0.24558227,2.273060838,2.151408917,6.323007101,11.9143707,983.6317655,1167.471939,4.710369,10.36256,788.209183,946.455609,-0.321765479,0.128785109
145,Moose #1,NY,ADIRON,43.5983,-75.015,130.1418226,0.909952148,118.422831,4,0.0307357,0.033777271,126,328,2.520327389,2.769736184,lotting/PLS section,1821,0.95,0.9,0.9,WT,-0.00227501,83.3855,7.85014,well drained,568.02,0.909952,0.398822,1880,5.16914,128.45,61.3484,2481.51,55.7226,0,0,0.435976,0.091463,0,0,0.003049,0,0,0,0.015244,0.030488,0,0,0,0.085366,0,0,0,0.335366,0,0,0,0,0.003049,0,0,0.198094432,0.109007634,0,0,0.024193548,0,0,0,0.012820513,0.018518519,0,0,0,0.449822373,0,0,0,0.187542981,0,0,0,0,0,0,0,-0.237881568,0.017544634,0,0,0.021144548,0,0,0,-0.002423487,-0.011969481,0,0,0,0.364456373,0,0,0,-0.147823019,0,0,0,0,-0.003049,0.403145854,0.460631173,3.906648,4.285959,0.379310657,3.131079,3.451498,0.320419759,2.038198006,1.752675734,5.766056259,12.01791942,930.8773031,1116.568024,4.032398,11.113148,770.02913,938.405309,-0.11619492,0.127592435
146,WOODSTOCK,VT,ADIRON,43.596,-72.556,116.1437826,0.765911292,88.95583456,2,0.017220035,0.022483067,45,130,1.119302274,1.461399363,deeds,1790,0.95,0.85,0.85,N,-0.00580301,67.9029,5.32614,somewhat excessively drained,380.93,0.765911,0.669473,1880,5.96406,116.885,63.6729,2708.85,103.673,0.030769,0.053846,0.384616,0.053846,0,0,0,0,0,0.023077,0,0.2,0,0.053846,0,0.161538,0,0,0,0.030769,0,0,0,0.007692,0,0,0.035714286,0.407563025,0.071428571,0,0,0,0,0,0,0,0.273109244,0,0,0,0.212184874,0,0,0,0,0,0,0,0,0,-0.030769,-0.018131714,0.022947025,0.017582571,0,0,0,0,0,-0.023077,0,0.073109244,0,-0.053846,0,0.050646874,0,0,0,-0.030769,0,0,0,-0.007692,0,0.164285296,0.120246033,6.016331,3.883501,-2.132830137,4.440353,3.423529,-1.016823444,2.480312475,2.449045917,6.406058788,11.45893741,979.4759289,1156.323096,4.710369,10.36256,788.209183,946.455609,-0.17909263,0.004988043
147,Scarborough,ME,BROAD,43.5833,-70.3517,129.5100368,0.542288661,70.23182444,2,0.015442819,0.028477119,121,482,3.721719273,6.862985603,lotting/PLS section,1761,0.85,0.85,0.85,WT,-0.00354661,44.3184,9.79508,well drained,24.0706,0.542289,0.397644,1870.03,4.84962,117.562,74.1163,3128.59,16.9195,0.024896,0.004149,0.116183,0.060166,0,0,0.004149,0,0,0.008299,0.014523,0.130705,0.002075,0.002075,0,0.107884,0.16805,0.278008,0.018672,0.043568,0,0,0,0,0.016598,0.009090909,0,0.007575758,0.072727273,0,0,0,0,0,0,0.128787879,0.092424242,0,0,0,0.509090909,0.046969697,0.071212121,0.009090909,0.053030303,0,0,0,0,0,-0.015805091,-0.004149,-0.108607242,0.012561273,0,0,-0.004149,0,0,-0.008299,0.114264879,-0.038280758,-0.002075,-0.002075,0,0.401206909,-0.121080303,-0.206795879,-0.009581091,0.009462303,0,0,0,0,-0.016598,0.537495364,0.495666921,8.365981,5.095581,-3.270399781,6.458472,3.334405,-3.124066748,2.843512454,2.706818691,4.459508641,8.726256182,729.6374005,864.6958573,4.019159,8.788445,674.138713,809.062728,-0.415001354,-0.373236783
148,Fort Ann,NY,LAUREN,43.58,-73.4867,118.0818156,0.922631254,108.9459736,3,0.025406113,0.027536584,103,222,1.880052393,2.037707247,lotting/PLS section,0,0.95,0.9,0.9,WT,-0.00462519,83.282,6.20786,somewhat excessively drained,351.432,0.922631,0.682823,1880,5.14089,114.854,62.8916,2865.39,152.032,0.031532,0.004505,0.355855,0.063063,0,0,0,0,0,0.013514,0,0.306305,0,0,0,0.045045,0.036036,0.063063,0,0.076577,0,0,0,0,0.004505,0.070750343,0,0.043859649,0.24800638,0,0,0.007751938,0,0,0.015151515,0,0.11323764,0,0,0,0.149697712,0.023255814,0.31951708,0,0.00877193,0,0,0,0,0,0.039218343,-0.004505,-0.311995351,0.18494338,0,0,0.007751938,0,0,0.001637515,0,-0.19306736,0,0,0,0.104652712,-0.012780186,0.25645408,0,-0.06780507,0,0,0,0,-0.004505,0.594657968,0.501939585,5.758394,6.025502,0.26710772,4.187279,4.838697,0.651417982,2.273060838,2.203769194,6.446306952,11.92722501,995.8608467,1180.000776,4.710369,10.36256,788.209183,946.455609,-0.226248676,0.332838568
149,New Hampton,NH,ADIRON,43.5797,-71.5838,463.2074914,0.769843999,356.5975076,11,0.023747457,0.030847103,352,121,0.261222027,0.339318132,sundry surveys,1799,0.85,0.85,0.85,N,-0.00945907,78.1369,5.26286,somewhat excessively drained,226.996,0.769844,0.55893,1879.94,4.8974,113.479,67.097,3003.86,69.3668,0.016529,0,0.181818,0.057851,0.016529,0,0,0,0,0,0,0.157025,0,0.016529,0,0.165289,0.206612,0.173554,0,0.008264,0,0,0,0,0,0.029220779,0,0.028250123,0.182052217,0,0,0,0,0,0.003246753,0.006493506,0.161439415,0,0,0,0.254149446,0.156050288,0.160699204,0,0.018398268,0,0,0,0,0,0.012691779,0,-0.153567877,0.124201217,-0.016529,0,0,0,0,0.003246753,0.006493506,0.004414415,0,-0.016529,0,0.088860446,-0.050561712,-0.012854796,0,0.010134268,0,0,0,0,0,0.250042385,0.224742833,6.930139,6.456899,-0.47324039,6.169821,5.681279,-0.488541611,2.492964044,2.484944473,5.75187605,10.40095585,892.0726739,1052.68286,4.710369,10.36256,788.209183,946.455609,-0.366677499,-0.006989247
151,CLARENDON,VT,ADIRON,43.5333,-72.99,81.95595499,0.686180844,56.23660635,2,0.024403352,0.035564024,65,517,6.308266435,9.193300121,lotting/PLS section,1795,0.95,0.85,0.85,WT,-0.00343711,62.2133,6.68566,somewhat excessively drained,275.93,0.686181,0.533238,1880,5.26427,108.167,63.1302,2948.4,91.4375,0.032882,0.03675,0.373308,0.071567,0,0,0,0,0,0.061896,0,0.121857,0,0.038685,0,0.197292,0.017408,0.011605,0,0.009671,0.001934,0.003868,0,0.015474,0.005803,0.306992337,0,0,0,0,0,0.017241379,0,0,0.034482759,0,0,0,0.375,0,0.117816092,0.013888889,0.120689655,0,0,0,0,0,0.013888889,0,0.274110337,-0.03675,-0.373308,-0.071567,0,0,0.017241379,0,0,-0.027413241,0,-0.121857,0,0.336315,0,-0.079475908,-0.003519111,0.109084655,0,-0.009671,-0.001934,-0.003868,0,-0.001585111,-0.005803,0.736751372,0.606918512,7.099751,4.675953,-2.423797943,4.834738,3.770909,-1.063828615,2.469186459,2.375890779,6.607684812,11.81600342,1008.480921,1190.931351,8.33602,12.796248,1217.198576,1416.610072,-0.24716097,0.018592836
152,POULTNEY,VT,ADIRON,43.53,-73.19,136.8348435,0.737443914,100.9080225,5,0.036540401,0.049550074,144,653,4.772176321,6.471239686,lotting/PLS section,1792,0.95,0.9,0.9,WT & FIA,-0.00344076,66.3691,14.9284,well drained,260.564,0.737444,0.533698,1880,5.25189,107.597,31.4697,2986.32,106.511,0.035222,0.02144,0.584993,0.04441,0,0,0.001531,0,0,0.007657,0,0.058193,0.01072,0.038285,0,0.145482,0.039816,0.006126,0.001531,0.003063,0,0,0,0,0.001531,0.068582453,0.006451613,0.194903475,0.059530792,0,0,0,0,0,0,0,0.033851153,0,0.123428028,0,0.325368112,0.103896104,0.061131127,0,0.022857143,0,0,0,0,0,0.033360453,-0.014988387,-0.390089525,0.015120792,0,0,-0.001531,0,0,-0.007657,0,-0.024341847,-0.01072,0.085143028,0,0.179886112,0.064080104,0.055005127,-0.001531,0.019794143,0,0,0,0,-0.001531,0.452389759,0.44904469,4.55415,6.914468,2.360317642,2.675805,5.447362,2.771556611,2.469186459,2.308323503,6.601821972,11.90289639,1010.326938,1194.140543,8.33602,12.796248,1217.198576,1416.610072,0.196792737,-0.035018965
153,PLYMOUTH,VT,ADIRON,43.53,-72.7233,127.1511339,0.918947041,116.8451582,5,0.039323283,0.042791675,190,567,4.459260271,4.85257591,lotting/PLS section,1796,0.95,0.9,0.9,WT & FIA,-0.00574365,82.645,6.62523,somewhat excessively drained,544.646,0.918947,0.666055,1880,4.8,133.264,65.2462,2505.32,114.872,0.017637,0.005291,0.389771,0.093474,0,0,0.003527,0,0,0.003527,0.008818,0.130511,0,0.005291,0,0.167549,0.007055,0.001764,0,0.156966,0,0,0,0.005291,0.003527,0.054173669,0,0.073830228,0.117148033,0,0,0.004166667,0,0,0,0,0.091904762,0,0,0,0.568419498,0.023809524,0.008928571,0,0.057619048,0,0,0,0,0,0.036536669,-0.005291,-0.315940772,0.023674033,0,0,0.000639667,0,0,-0.003527,-0.008818,-0.038606238,0,-0.005291,0,0.400870498,0.016754524,0.007164571,0,-0.099346952,0,0,0,-0.005291,-0.003527,0.485639706,0.523727457,5.734746,4.307773,-1.426973485,4.329643,2.796104,-1.533538664,2.349601515,2.433777368,6.584720238,11.66645247,1002.379553,1182.573667,8.33602,12.796248,1217.198576,1416.610072,-0.204461844,0.422461963
154,SHREWSBURY,VT,ADIRON,43.515,-72.865,123.1379617,0.888811741,109.4464661,4,0.03248389,0.036547548,170,642,5.213664343,5.865881495,lotting/PLS section,1799,0.95,0.9,0.9,WT,-0.00343769,81.999,6.06362,somewhat excessively drained,544.846,0.888812,0.533271,1880,4.80618,136.562,65.3294,2446.88,132.118,0.017134,0.004673,0.394081,0.14486,0,0,0.003115,0,0,0,0.021807,0.066978,0,0.001558,0,0.109034,0.001558,0,0,0.228972,0,0,0,0,0.006231,0.031455863,0,0.077113104,0.05398044,0,0,0.02539399,0,0,0,0.086538462,0.009615385,0,0,0,0.379383298,0.016304348,0.177536232,0.031614219,0.11106466,0,0,0,0,0,0.014321863,-0.004673,-0.316967896,-0.09087956,0,0,0.02227899,0,0,0,0.064731462,-0.057362615,0,-0.001558,0,0.270349298,0.014746348,0.177536232,0.031614219,-0.11790734,0,0,0,0,-0.006231,0.595578613,0.486518081,5.233153,6.74418,1.511026972,4.066177,4.827945,0.761767914,2.349601515,2.407342749,6.637796117,11.77434574,1010.381006,1192.246014,8.33602,12.796248,1217.198576,1416.610072,-0.213257558,0.489202164
155,SacoCty,ME,BROAD,43.51,-70.44,202.1072255,0.592237506,119.6954791,6,0.029687212,0.050127206,223,131,0.64817079,1.094444009,deeds,1736,0.9,0.9,0.9,FIA,-0.00351011,50.3819,14.1511,well drained,33.9531,0.592238,0.383859,1879.96,5.0261,117.716,56.4326,3190.69,15.9518,0.007634,0,0.030534,0.038168,0,0,0,0,0,0.007634,0.007634,0.038168,0.007634,0,0,0.068702,0.458015,0.29771,0.015267,0.007634,0,0,0,0,0.015267,0.020833333,0,0,0.012802443,0,0,0,0,0,0.010356105,0.044149709,0.07411859,0,0,0,0.308924204,0.161928854,0.185038037,0.181848725,0,0,0,0,0,0,0.013199333,0,-0.030534,-0.025365557,0,0,0,0,0,0.002722105,0.036515709,0.03595059,-0.007634,0,0,0.240222204,-0.296086146,-0.112671963,0.166581725,-0.007634,0,0,0,0,-0.015267,0.495191919,0.436521482,4.816009,6.014964,1.19895515,3.249576,5.073281,1.823704812,2.843512454,2.694062583,4.564536458,8.803171114,742.432719,878.722043,3.800572,7.381965,646.622913,762.192588,-0.151577348,-0.461550905
156,READING,VT,ADIRON,43.5017,-72.5867,108.0979427,0.907984348,98.15124,4,0.037003479,0.040753433,161,332,3.071288793,3.382534953,sundry surveys,1795,0.95,0.9,0.9,WT,-0.00580301,80.1722,6.36509,somewhat excessively drained,502.615,0.907984,0.669473,1880,5.26412,129.407,56.7187,2629.21,100.659,0.024096,0.024096,0.427711,0.060241,0,0,0.003012,0,0,0.003012,0.003012,0.135542,0,0.03012,0,0.165663,0,0,0,0.108434,0,0,0,0.009036,0.006024,0.108566712,0,0.032397782,0.127303208,0,0,0.01992377,0,0,0,0.007352941,0,0,0.02027027,0,0.611185846,0.027027027,0.004901961,0,0.041070482,0,0,0,0,0,0.084470712,-0.024096,-0.395313218,0.067062208,0,0,0.01691177,0,0,-0.003012,0.004340941,-0.135542,0,-0.00984973,0,0.445522846,0.027027027,0.004901961,0,-0.067363518,0,0,0,-0.009036,-0.006024,0.65023729,0.625435249,5.771482,3.909593,-1.861888231,4.059215,2.463699,-1.595515782,2.480312475,2.451607822,6.602434505,11.60279441,1002.744021,1182.025491,8.33602,12.796248,1217.198576,1416.610072,-0.115922782,0.225665061
157,Moose#9,NY,ADIRON,43.5,-74.57,127.9130881,0.958860737,122.650838,4,0.031271233,0.032612904,133,186,1.454112341,1.516500035,lotting/PLS section,1820,0.95,0.9,0.9,N,-0.000250182,93.5463,5.32969,well drained,679.506,0.958861,0.0322441,1880,4.8486,154.972,67.9813,2444.62,99.9671,0,0.005376,0.306452,0.139785,0,0,0,0,0,0,0.123656,0.043011,0,0,0,0.091398,0,0,0,0.274194,0,0.005376,0,0,0.010753,0,0,0.311257977,0.146492247,0,0,0,0,0,0,0.008928571,0.03125,0,0,0,0.320193546,0,0,0,0.181877659,0,0,0,0,0,0,-0.005376,0.004805977,0.006707247,0,0,0,0,0,0,-0.114727429,-0.011761,0,0,0,0.228795546,0,0,0,-0.092316341,0,-0.005376,0,0,-0.010753,0.240309149,0.272785496,5.52713,4.348083,-1.179047545,4.666295,3.921551,-0.744744084,2.038198006,1.745353993,6.158171844,12.09058471,969.2247996,1156.124459,7.302346,12.628217,1088.125939,1286.903116,-0.205748051,0.476020229
158,Thurman,NY,ADIRON,43.46,-74.08,109.0003647,0.974775206,106.250853,3,0.027522844,0.028235067,136,62,0.568805436,0.583524727,lotting/PLS section,1809,0.9,0.9,0.9,N,-0.00477907,93.4921,4.26674,somewhat excessively drained,562.892,0.974775,0.33951,1880,5.08666,126.504,64.7999,2562.95,85.9818,0,0.031746,0.253969,0.126984,0,0,0,0,0,0,0,0.222222,0,0,0,0.142857,0,0.015873,0,0.190476,0,0.015873,0,0,0,0,0,0,0.284104443,0,0,0.019632768,0,0,0,0.268331043,0.091666667,0,0.005649718,0,0.228699038,0.005649718,0,0.02259887,0.073667736,0,0,0,0,0,0,-0.031746,-0.253969,0.157120443,0,0,0.019632768,0,0,0,0.268331043,-0.130555333,0,0.005649718,0,0.085842038,0.005649718,-0.015873,0.02259887,-0.116808264,0,-0.015873,0,0,0,0.564824598,0.44913034,5.925482,5.367797,-0.557684928,5.313249,4.549387,-0.763862418,2.038198006,1.928393296,6.453477077,12.11770509,1000.619545,1188.09483,7.302346,12.628217,1088.125939,1286.903116,-0.226839433,0.283035299
159,TINMOUTH,VT,ADIRON,43.4517,-73.07,91.37498162,0.808404024,73.86790288,3,0.032831744,0.040613039,95,182,1.991792466,2.463857683,lotting/PLS section,1779,0.95,0.9,0.9,WT,-0.00343711,76.0608,9.14431,well drained,443.931,0.808404,0.533238,1880,5.87845,127.218,56.3129,2617.88,112.858,0.010989,0.038462,0.516483,0.049451,0,0,0,0,0,0.021978,0,0.021978,0,0.010989,0,0.247253,0,0,0,0.065934,0,0,0,0.010989,0.005495,0.099099099,0,0,0.096462316,0,0,0.01713909,0,0,0.009009009,0,0.211382114,0.008130081,0.057789497,0,0.365853659,0,0.018018018,0.081081081,0.036036036,0,0,0,0,0,0.088110099,-0.038462,-0.516483,0.047011316,0,0,0.01713909,0,0,-0.012968991,0,0.189404114,0.008130081,0.046800497,0,0.118600659,0,0.018018018,0.081081081,-0.029897964,0,0,0,-0.010989,-0.005495,0.614295148,0.582073417,4.415594,6.442218,2.026624661,2.962794,4.770197,1.807403796,2.469186459,2.342176713,6.767714141,11.95583135,1028.27409,1213.072752,8.33602,12.796248,1217.198576,1416.610072,-0.015863541,0.071203472
162,WELLS,VT,ADIRON,43.428,-73.203,68.43806176,0.80746673,55.26145792,3,0.043835257,0.054287384,74,742,10.84192014,13.4270797,lotting/PLS section,1800,0.95,0.9,0.9,WT,-0.00344423,76.1354,13.1128,well drained,298.925,0.807467,0.534137,1880,5.45223,111.813,33.8012,2894.8,123.336,0.045822,0.048518,0.447439,0.066038,0,0,0,0,0,0.018868,0,0.055256,0.014825,0.02965,0,0.09973,0.103774,0.052561,0.004043,0.004043,0,0.002695,0,0.002695,0.004043,0.041666667,0.033333333,0.105555556,0.197222222,0,0,0,0,0,0,0,0.027777778,0.027777778,0.025,0,0.422222222,0.022222222,0.083333333,0,0,0,0,0,0,0.013888889,-0.004155333,-0.015184667,-0.341883444,0.131184222,0,0,0,0,0,-0.018868,0,-0.027478222,0.012952778,-0.00465,0,0.322492222,-0.081551778,0.030772333,-0.004043,-0.004043,0,-0.002695,0,-0.002695,0.009845889,0.507247444,0.497378029,7.011967,6.108819,-0.903147338,4.218238,4.150122,-0.068116515,2.469186459,2.288082418,6.798949568,12.03320085,1033.622647,1219.69556,8.33602,12.796248,1217.198576,1416.610072,0.172431949,0.029843524
163,Kennebunkport,ME,BROAD,43.42,-70.49,116.0206936,0.743163888,86.22238975,2,0.017238304,0.023195831,79,211,1.818641085,2.447160194,deeds,1736,0.85,0.85,0.85,WT,-0.00350997,59.4459,9.78719,somewhat excessively drained,29.6558,0.743164,0.383808,1880,4.90371,119.111,61.4407,3086.14,14.2884,0.028436,0,0.090047,0.080569,0,0,0,0,0,0.009479,0,0.042654,0,0,0,0.109005,0.303318,0.2891,0.014218,0.033175,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0.291156463,0.016666667,0,0,0,0.332653061,0.093537415,0.133333333,0.06122449,0,0,0,0,0,0,-0.028436,0,-0.090047,-0.009140429,0,0,0,0,0,-0.009479,0.291156463,-0.025987333,0,0,0,0.223648061,-0.209780585,-0.155766667,0.04700649,-0.033175,0,0,0,0,0,0.561811233,0.464906107,6.267241,5.172878,-1.094362901,4.852412,4.327404,-0.525007761,2.843512454,2.689181116,4.634433344,8.825776209,750.8642361,887.5922435,3.800572,7.381965,646.622913,762.192588,-0.302468793,-0.407650059
165,CAVENDISH,VT,ADIRON,43.4,-72.6,115.2999867,0.876894013,101.1058681,3,0.026019084,0.029671868,89,61,0.529054701,0.603327988,lotting/PLS section,1794,0.9,0.9,0.9,N,-0.00580301,79.6305,6.27286,somewhat excessively drained,387.163,0.876894,0.669473,1880,4.93276,120.172,63.5746,2725.51,80.8536,0.032787,0.016393,0.311475,0.081967,0,0,0,0,0,0.032787,0,0.180328,0,0.032787,0,0.163934,0,0,0,0.147541,0,0,0,0,0,0.018518519,0,0.100033069,0.16087963,0,0,0,0,0,0,0.010416667,0,0,0.009259259,0,0.581679894,0.037037037,0.03125,0.009259259,0.041666667,0,0,0,0,0,-0.014268481,-0.016393,-0.211441931,0.07891263,0,0,0,0,0,-0.032787,0.010416667,-0.180328,0,-0.023527741,0,0.417745894,0.037037037,0.03125,0.009259259,-0.105874333,0,0,0,0,0,0.584621279,0.523275735,6.421115,4.097315,-2.323800695,5.308142,2.638887,-2.669255048,2.480312475,2.459997956,6.810383258,11.74640414,1027.415569,1209.140162,8.33602,12.796248,1217.198576,1416.610072,-0.250996545,0.142924537
167,Benson,NY,ADIRON,43.38,-74.53,278.0182831,0.903110938,251.0813525,11,0.039565743,0.043810502,350,287,1.03230621,1.143055815,lotting/PLS section,1835,0.95,0.9,0.9,FIA,-0.000250182,91.4244,4.57782,somewhat excessively drained,585.506,0.903111,0.0322441,1880,5.06951,140.794,64.1828,2521.68,85.9738,0.017422,0.003484,0.303136,0.114983,0,0,0.003484,0,0,0,0.052265,0.10453,0,0.003484,0,0.097561,0.003484,0.017422,0,0.268293,0,0.003484,0,0,0.006969,0.014659583,0,0.405491111,0.099514135,0,0,0.008116883,0,0,0,0.014373464,0.081388206,0,0,0,0.290996608,0,0,0,0.085460009,0,0,0,0,0,-0.002762417,-0.003484,0.102355111,-0.015468865,0,0,0.004632883,0,0,0,-0.037891536,-0.023141794,0,-0.003484,0,0.193435608,-0.003484,-0.017422,0,-0.182832991,0,-0.003484,0,0,-0.006969,0.300423952,0.289762218,6.392922,4.62366,-1.769262208,4.975464,3.657377,-1.3180869,2.038198006,1.673207357,6.388633028,12.18950688,993.0091155,1181.804145,7.302346,12.628217,1088.125939,1286.903116,-0.208089314,0.301650883
